sex,height,weight
Male,68.7819040458903,162.3104725213
Male,74.1101053917849,212.7408555565
Male,71.7309784033377,220.042470303077
Male,69.8817958611153,206.349800623871
Male,67.2530156878065,152.212155757083
Male,68.7850812516616,183.927888604031
Male,68.3485155115879,167.971110489509
Male,67.018949662883,175.92944039571
Male,63.4564939783664,156.399676387112
Male,71.1953822829745,186.604925560358
Male,71.6408051192206,213.741169489411
Male,64.7663291334055,167.127461073476
Male,69.2830700967204,189.446181386738
Male,69.2437322298112,186.434168021239
Male,67.6456197004212,172.186930058117
Male,72.4183166259878,196.028506330482
Male,63.974325721061,172.88347020878
Male,69.6400598997523,185.98395757313
Male,67.9360048540095,182.426648013226
Male,67.9150501938206,174.115929081393
Male,69.4394398680395,197.73142161472
Male,66.1491319608781,149.173566007975
Male,75.2059736142212,228.761780615196
Male,67.8931963386043,162.006651848287
Male,68.1440327982008,192.343976579187
Male,69.0896314289256,184.435174408406
Male,72.8008435165003,206.828189420354
Male,67.4212422817167,175.213922399227
Male,68.4964153568827,154.342638925955
Male,68.6181105502058,187.506843155807
Male,74.0338076216678,212.910225325521
Male,71.5282160355709,195.032243233835
Male,69.1801610995692,205.183621341371
Male,69.577202365402,204.164125484101
Male,70.4009288884762,192.903515074649
Male,69.0761711675356,197.488242598925
Male,67.1935232827228,183.810973232751
Male,65.8073156549306,163.851824878622
Male,64.3041878915595,163.108017147583
Male,67.9743362271967,172.135597406825
Male,72.1894259592134,194.045404898059
Male,65.2703455240394,168.617746204292
Male,66.0901773762725,161.193432596622
Male,67.5103215157138,164.660277264007
Male,70.1047862551571,188.922303151274
Male,68.2518364408672,187.060552163801
Male,72.1727091157973,209.070863390252
Male,69.1798576188774,192.014335412005
Male,72.870360147235,211.34249681964
Male,64.7825829779871,165.61162618225
Male,70.1835498874837,201.071918099568
Male,68.4914502529394,173.423960346601
Male,67.3308308810162,181.407679285937
Male,66.9909440825232,169.737707400252
Male,66.4995499002499,163.309528309674
Male,68.3530566463988,189.710209942456
Male,70.7744590703974,192.124847346168
Male,71.2159236694709,198.1984641076
Male,70.0133653490674,209.526499837126
Male,71.4031822207589,198.759792659859
Male,69.5520050948319,198.079523654438
Male,73.8185345577699,195.290612189727
Male,66.99688275225,164.943302997003
Male,71.4184658930907,179.863902339297
Male,65.2793002090043,155.250420694049
Male,68.2741914742284,184.519391248574
Male,72.7653699463424,220.678041465283
Male,68.0993798003468,183.31265530722
Male,68.8967060721692,196.451312291183
Male,69.2895099633052,184.595608300273
Male,70.5232245234565,207.532838518544
Male,69.6637252265179,177.200928752348
Male,67.5952688079157,163.108002209381
Male,72.5081203801037,216.218230112735
Male,71.2529856038086,204.655493822323
Male,71.8091868893668,200.920571219495
Male,72.2451654792519,220.901769881142
Male,66.5126276609347,196.449860340782
Male,66.0290340048182,168.640810039015
Male,67.577153942735,181.432713008126
Male,68.2465686016242,198.658673326418
Male,73.8261270026308,237.916735863185
Male,69.8024643604904,173.041255909233
Male,65.9595777848988,160.683916639879
Male,71.0790175757451,188.602919070666
Male,66.5961965372077,208.345694035109
Male,68.9515350928246,193.435118452271
Male,68.2444617923064,174.10969379062
Male,72.3168251228452,197.368589249335
Male,71.8154204495308,201.620666747742
Male,65.2370495188386,181.011973240364
Male,70.6405300907292,182.12248597866
Male,64.731925597255,177.549263423371
Male,67.1035511824075,164.974580682475
Male,65.1174848880457,165.717112190107
Male,71.7012340230177,193.094163543063
Male,66.8328782059274,180.683886970857
Male,66.4712752615182,172.773722928412
Male,69.4115262206039,177.470616229738
Male,70.0521774745245,200.818737313254
Male,66.7436046519631,167.739775344302
Male,66.2743291154144,154.395624779233
Male,68.328447992915,177.984728603887
Male,70.0758881952341,183.93885695678
Male,68.7329881487344,179.2047820686
Male,67.556051261876,158.567987385418
Male,66.2536325347937,166.503531642942
Male,69.1822026805756,171.983677611956
Male,67.6091049416397,174.36418237859
Male,69.2927380218867,187.745351863374
Male,68.1906840077038,201.48796238061
Male,71.6070857988906,204.927012136803
Male,69.1968575103315,178.685546470181
Male,67.2619609790619,164.014427741951
Male,73.6851933999998,223.270004412371
Male,69.5372150072948,202.958306269835
Male,68.3115598414683,189.391785609949
Male,67.7389634664393,178.170555578466
Male,71.7057626011001,223.299335239803
Male,63.6322646037867,167.028706658323
Male,68.7211984556865,180.46868201187
Male,66.9493416501869,164.439145622362
Male,62.7069897353164,149.969618421042
Male,72.2584089235993,192.910266551722
Male,70.9086530626676,201.883998700574
Male,67.609843601682,179.868025984495
Male,70.8015589556942,196.467724673936
Male,69.3047690450735,187.551649491386
Male,66.2428983411553,171.69315968571
Male,67.4921929772739,191.699604784328
Male,65.8062482913584,165.850647784905
Male,71.4437056615428,185.662741323862
Male,68.4644058223141,178.281800729884
Male,63.98792460498,150.979051250134
Male,71.0018976858456,209.929323430504
Male,68.1397241925525,174.157804341493
Male,68.395400248121,179.878977102334
Male,68.0962197450165,167.747141247633
Male,68.1405903559209,183.044660372103
Male,68.8600903087433,169.556820782151
Male,66.1488525422307,173.431672660432
Male,66.2060320529589,180.889554609418
Male,67.4321202146878,183.508932854723
Male,69.471106031247,205.977910165675
Male,70.5158596943462,183.759845192649
Male,71.3383760399558,201.954495466668
Male,71.0019447673538,216.120094736912
Male,66.202347706273,159.390323744187
Male,72.5433070453887,210.336424661861
Male,67.4793517580411,178.618350159953
Male,65.3504105558103,146.739797635802
Male,70.8440624208882,195.937014974314
Male,69.9384752593112,170.175853813004
Male,64.7398154829922,169.654054121188
Male,69.3084028803936,198.378693643572
Male,68.8384628598724,179.907716915983
Male,61.9373232676829,147.263686501559
Male,68.5933355351181,176.984251121287
Male,65.2185755780772,185.467788373205
Male,64.3336481069845,177.49380233889
Male,68.7489067017398,169.827477419625
Male,72.4896554004081,198.581698249799
Male,67.2339309182551,203.350339274846
Male,67.263604843261,193.217672687431
Male,65.1185042831735,178.134945178843
Male,66.2628200381632,162.77958340469
Male,67.7016796596273,159.286510598869
Male,65.530695966695,172.114311951227
Male,69.8689698092041,201.837042594883
Male,68.481875364733,170.352329550626
Male,72.2139633457195,205.389760708631
Male,68.1795326940723,169.787768075943
Male,71.9812065428705,200.437310528735
Male,66.0651367327304,178.588954037204
Male,66.6561641698185,168.014029738329
Male,67.5994241952902,177.766425839946
Male,68.245944093831,193.277623999542
Male,64.808621440717,162.379540639612
Male,67.4922182698406,183.383824391458
Male,68.1807307068654,181.056095285359
Male,69.553384902902,210.871798957101
Male,66.4022496683603,165.568499073011
Male,66.5921571146877,196.148449846229
Male,71.9358865828482,202.046425151919
Male,68.2870417278818,170.413602496365
Male,69.9554511951638,201.948085296608
Male,71.8511291454027,193.386984552842
Male,65.7554986406737,179.855689615225
Male,67.0318520789828,156.489934998191
Male,76.7098348578592,235.035418820022
Male,72.5711213712958,230.560534959742
Male,69.7288048973671,203.895654986365
Male,72.799224004586,218.216396639014
Male,72.5393540719418,222.667177921523
Male,72.2947433844169,208.474865890573
Male,67.2533248158638,180.779780013772
Male,75.9444603760016,231.92474850911
Male,66.3162319187446,170.593858104457
Male,71.1560534900436,188.271456288347
Male,71.1922022869477,196.061529163376
Male,72.1975120071642,214.603584170431
Male,75.1408214339315,224.12427132956
Male,64.4115293597211,158.579397323387
