Year, Month, Day,     Extent,    Missing, Source Data
2016,    08,  01,     16.920,      0.001, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160801_f18_nrt_s.bin
2016,    08,  02,     16.941,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160802_f18_nrt_s.bin
2016,    08,  03,     17.012,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160803_f18_nrt_s.bin
2016,    08,  04,     17.052,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160804_f18_nrt_s.bin
2016,    08,  05,     17.089,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160805_f18_nrt_s.bin
2016,    08,  06,     17.166,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160806_f18_nrt_s.bin
2016,    08,  07,     17.221,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160807_f18_nrt_s.bin
2016,    08,  08,     17.324,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160808_f18_nrt_s.bin
2016,    08,  09,     17.499,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160809_f18_nrt_s.bin
2016,    08,  10,     17.543,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160810_f18_nrt_s.bin
2016,    08,  11,     17.583,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160811_f18_nrt_s.bin
2016,    08,  12,     17.676,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160812_f18_nrt_s.bin
2016,    08,  13,     17.732,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160813_f18_nrt_s.bin
2016,    08,  14,     17.757,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160814_f18_nrt_s.bin
2016,    08,  15,     17.843,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160815_f18_nrt_s.bin
2016,    08,  16,     17.925,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160816_f18_nrt_s.bin
2016,    08,  17,     17.946,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160817_f18_nrt_s.bin
2016,    08,  18,     17.949,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160818_f18_nrt_s.bin
2016,    08,  19,     18.109,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160819_f18_nrt_s.bin
2016,    08,  20,     18.150,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160820_f18_nrt_s.bin
2016,    08,  21,     18.216,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160821_f18_nrt_s.bin
2016,    08,  22,     18.265,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160822_f18_nrt_s.bin
2016,    08,  23,     18.192,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160823_f18_nrt_s.bin
2016,    08,  24,     18.211,      0.001, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160824_f18_nrt_s.bin
2016,    08,  25,     18.279,      0.001, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160825_f18_nrt_s.bin
2016,    08,  26,     18.381,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160826_f18_nrt_s.bin
2016,    08,  27,     18.416,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160827_f18_nrt_s.bin
2016,    08,  28,     18.518,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160828_f18_nrt_s.bin
2016,    08,  29,     18.472,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160829_f18_nrt_s.bin
2016,    08,  30,     18.383,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160830_f18_nrt_s.bin
2016,    08,  31,     18.391,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160831_f18_nrt_s.bin
2016,    09,  01,     18.259,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160901_f18_nrt_s.bin
2016,    09,  02,     18.173,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160902_f18_nrt_s.bin
2016,    09,  03,     18.167,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160903_f18_nrt_s.bin
2016,    09,  04,     18.223,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160904_f18_nrt_s.bin
2016,    09,  05,     18.322,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160905_f18_nrt_s.bin
2016,    09,  06,     18.339,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160906_f18_nrt_s.bin
2016,    09,  07,     18.371,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160907_f18_nrt_s.bin
2016,    09,  08,     18.359,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160908_f18_nrt_s.bin
2016,    09,  09,     18.309,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160909_f18_nrt_s.bin
2016,    09,  10,     18.212,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160910_f18_nrt_s.bin
2016,    09,  11,     18.101,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160911_f18_nrt_s.bin
2016,    09,  12,     17.978,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160912_f18_nrt_s.bin
2016,    09,  13,     17.892,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160913_f18_nrt_s.bin
2016,    09,  14,     17.834,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160914_f18_nrt_s.bin
2016,    09,  15,     17.863,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160915_f18_nrt_s.bin
2016,    09,  16,     17.838,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160916_f18_nrt_s.bin
2016,    09,  17,     17.944,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160917_f18_nrt_s.bin
2016,    09,  18,     17.985,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160918_f18_nrt_s.bin
2016,    09,  19,     17.939,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160919_f18_nrt_s.bin
2016,    09,  20,     17.969,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160920_f18_nrt_s.bin
2016,    09,  21,     18.040,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160921_f18_nrt_s.bin
2016,    09,  22,     18.021,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160922_f18_nrt_s.bin
2016,    09,  23,     17.975,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160923_f18_nrt_s.bin
2016,    09,  24,     17.981,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160924_f18_nrt_s.bin
2016,    09,  25,     18.038,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160925_f18_nrt_s.bin
2016,    09,  26,     18.057,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160926_f18_nrt_s.bin
2016,    09,  27,     18.028,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160927_f18_nrt_s.bin
2016,    09,  28,     18.007,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160928_f18_nrt_s.bin
2016,    09,  29,     18.004,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160929_f18_nrt_s.bin
2016,    09,  30,     18.019,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20160930_f18_nrt_s.bin
2016,    10,  01,     18.028,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161001_f18_nrt_s.bin
2016,    10,  02,     18.009,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161002_f18_nrt_s.bin
2016,    10,  03,     18.030,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161003_f18_nrt_s.bin
2016,    10,  04,     18.112,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161004_f18_nrt_s.bin
2016,    10,  05,     18.071,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161005_f18_nrt_s.bin
2016,    10,  06,     17.942,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161006_f18_nrt_s.bin
2016,    10,  07,     17.827,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161007_f18_nrt_s.bin
2016,    10,  08,     17.799,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161008_f18_nrt_s.bin
2016,    10,  09,     17.809,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161009_f18_nrt_s.bin
2016,    10,  10,     17.785,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161010_f18_nrt_s.bin
2016,    10,  11,     17.694,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161011_f18_nrt_s.bin
2016,    10,  12,     17.680,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161012_f18_nrt_s.bin
2016,    10,  13,     17.676,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161013_f18_nrt_s.bin
2016,    10,  14,     17.635,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161014_f18_nrt_s.bin
2016,    10,  15,     17.580,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161015_f18_nrt_s.bin
2016,    10,  16,     17.485,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161016_f18_nrt_s.bin
2016,    10,  17,     17.413,      0.001, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161017_f18_nrt_s.bin
2016,    10,  18,     17.285,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161018_f18_nrt_s.bin
2016,    10,  19,     17.216,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161019_f18_nrt_s.bin
2016,    10,  20,     17.139,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161020_f18_nrt_s.bin
2016,    10,  21,     17.136,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161021_f18_nrt_s.bin
2016,    10,  22,     17.097,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161022_f18_nrt_s.bin
2016,    10,  23,     17.046,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161023_f18_nrt_s.bin
2016,    10,  24,     16.913,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161024_f18_nrt_s.bin
2016,    10,  25,     16.863,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161025_f18_nrt_s.bin
2016,    10,  26,     16.790,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161026_f18_nrt_s.bin
2016,    10,  27,     16.717,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161027_f18_nrt_s.bin
2016,    10,  28,     16.643,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161028_f18_nrt_s.bin
2016,    10,  29,     16.619,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161029_f18_nrt_s.bin
2016,    10,  30,     16.516,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161030_f18_nrt_s.bin
2016,    10,  31,     16.474,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161031_f18_nrt_s.bin
2016,    11,  01,     16.421,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161101_f18_nrt_s.bin
2016,    11,  02,     16.347,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161102_f18_nrt_s.bin
2016,    11,  03,     16.287,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161103_f18_nrt_s.bin
2016,    11,  04,     16.082,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161104_f18_nrt_s.bin
2016,    11,  05,     15.974,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161105_f18_nrt_s.bin
2016,    11,  06,     15.851,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161106_f18_nrt_s.bin
2016,    11,  07,     15.704,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161107_f18_nrt_s.bin
2016,    11,  08,     15.503,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161108_f18_nrt_s.bin
2016,    11,  09,     15.280,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161109_f18_nrt_s.bin
2016,    11,  10,     15.072,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161110_f18_nrt_s.bin
2016,    11,  11,     14.902,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161111_f18_nrt_s.bin
2016,    11,  12,     14.615,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161112_f18_nrt_s.bin
2016,    11,  13,     14.427,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161113_f18_nrt_s.bin
2016,    11,  14,     14.288,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161114_f18_nrt_s.bin
2016,    11,  15,     14.127,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161115_f18_nrt_s.bin
2016,    11,  16,     13.954,      0.001, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/south/nt_20161116_f18_nrt_s.bin
